filename,width,height,class,xmin,ymin,xmax,ymax
IMG_1114.JPG,4032,3024,xx,905,100,1268,309
IMG_1114.JPG,4032,3024,xx,918,332,1300,523
IMG_1114.JPG,4032,3024,xx,945,541,1291,755
IMG_1114.JPG,4032,3024,tecate,932,759,1336,968
IMG_1114.JPG,4032,3024,tecate,964,977,1309,1186
IMG_1114.JPG,4032,3024,tecate,986,1195,1336,1386
IMG_1114.JPG,4032,3024,heineken,664,1459,1323,1623
IMG_1114.JPG,4032,3024,strongbowA,705,1682,1368,1868
IMG_1114.JPG,4032,3024,strongbowR,732,1900,1350,2077
IMG_1114.JPG,4032,3024,bohemiaP,1,112,455,368
IMG_1114.JPG,4032,3024,bohemiaP,14,368,477,568
IMG_1114.JPG,4032,3024,bohemiaP,27,614,445,805
IMG_1114.JPG,4032,3024,indio,5,814,495,995
IMG_1114.JPG,4032,3024,indio,50,995,495,1223
IMG_1114.JPG,4032,3024,indio,5,1236,527,1436
IMG_1114.JPG,4032,3024,indio,1,1447,486,1645
IMG_1114.JPG,4032,3024,sol,91,1641,518,1850
IMG_1114.JPG,4032,3024,sol,77,1845,555,2073
IMG_1119.JPG,4032,3024,sol,117,1988,588,2176
IMG_1119.JPG,4032,3024,sol,93,1798,572,1995
IMG_1119.JPG,4032,3024,indio,60,1607,550,1819
IMG_1119.JPG,4032,3024,indio,43,1412,541,1609
IMG_1119.JPG,4032,3024,indio,12,1212,515,1412
IMG_1119.JPG,4032,3024,indio,1,1000,486,1210
IMG_1119.JPG,4032,3024,bohemiaP,1,773,493,993
IMG_1119.JPG,4032,3024,bohemiaP,1,536,472,771
IMG_1119.JPG,4032,3024,bohemiaP,1,293,467,538
IMG_1119.JPG,4032,3024,xx,938,338,1341,583
IMG_1119.JPG,4032,3024,xx,960,581,1336,805
IMG_1119.JPG,4032,3024,xx,962,807,1346,1012
IMG_1119.JPG,4032,3024,tecate,972,1007,1353,1226
IMG_1119.JPG,4032,3024,tecate,984,1214,1350,1412
IMG_1119.JPG,4032,3024,tecate,998,1417,1353,1602
IMG_1119.JPG,4032,3024,heineken,703,1636,1365,1812
IMG_1119.JPG,4032,3024,strongbowA,707,1824,1355,2000
IMG_1119.JPG,4032,3024,strongbowR,712,2017,1357,2186
IMG_1119.JPG,4032,3024,miller,1724,350,2353,652
IMG_1119.JPG,4032,3024,miller,1727,657,2322,938
IMG_1119.JPG,4032,3024,heineken6,1631,988,2331,1595
IMG_1119.JPG,4032,3024,heineken6,1612,1581,2257,2133
IMG_1119.JPG,4032,3024,tecateC,2867,371,3805,679
IMG_1119.JPG,4032,3024,tecateC,2834,679,3750,955
IMG_1119.JPG,4032,3024,tecateC,2791,979,3693,1236
IMG_1119.JPG,4032,3024,indioC,2746,1259,3627,1526
IMG_1119.JPG,4032,3024,indioC,2724,1526,3569,1793
IMG_1119.JPG,4032,3024,carta,2700,1802,3538,2062
IMG_1120.JPG,4032,3024,sol,172,1929,657,2119
IMG_1120.JPG,4032,3024,sol,162,1736,650,1929
IMG_1120.JPG,4032,3024,indio,134,1548,631,1733
IMG_1120.JPG,4032,3024,indio,129,1348,615,1543
IMG_1120.JPG,4032,3024,indio,105,1133,607,1345
IMG_1120.JPG,4032,3024,indio,96,926,598,1131
IMG_1120.JPG,4032,3024,bohemiaP,1,702,584,926
IMG_1120.JPG,4032,3024,bohemiaP,1,462,584,698
IMG_1120.JPG,4032,3024,bohemiaP,1,215,567,471
IMG_1120.JPG,4032,3024,strongbowR,774,1962,1417,2155
IMG_1120.JPG,4032,3024,strongbowA,765,1776,1427,1962
IMG_1120.JPG,4032,3024,heineken,769,1559,1427,1769
IMG_1120.JPG,4032,3024,tecate,1084,1348,1431,1550
IMG_1120.JPG,4032,3024,tecate,1069,1148,1429,1355
IMG_1120.JPG,4032,3024,tecate,1067,948,1436,1145
IMG_1120.JPG,4032,3024,xx,1057,729,1438,945
IMG_1120.JPG,4032,3024,xx,1060,500,1438,731
IMG_1120.JPG,4032,3024,xx,1060,274,1443,509
IMG_1120.JPG,4032,3024,miller,1843,302,2455,607
IMG_1120.JPG,4032,3024,miller,1827,593,2436,881
IMG_1120.JPG,4032,3024,heineken6,1696,938,2410,1555
IMG_1120.JPG,4032,3024,heineken6,1677,1543,2374,2119
IMG_1120.JPG,4032,3024,tecateC,2977,333,3948,652
IMG_1120.JPG,4032,3024,tecateC,2941,652,3900,948
IMG_1120.JPG,4032,3024,tecateC,2912,962,3831,1243
IMG_1120.JPG,4032,3024,indioC,2860,1248,3746,1529
IMG_1120.JPG,4032,3024,indioC,2829,1521,3705,1805
IMG_1120.JPG,4032,3024,carta,2810,1807,3674,2081
IMG_1121.JPG,4032,3024,sol,138,1845,629,2050
IMG_1121.JPG,4032,3024,sol,112,1643,612,1855
IMG_1121.JPG,4032,3024,indio,96,1445,588,1650
IMG_1121.JPG,4032,3024,indio,79,1236,581,1448
IMG_1121.JPG,4032,3024,indio,65,1029,567,1229
IMG_1121.JPG,4032,3024,indio,43,795,560,1029
IMG_1121.JPG,4032,3024,bohemiaP,1,565,560,805
IMG_1121.JPG,4032,3024,bohemiaP,1,324,565,571
IMG_1121.JPG,4032,3024,bohemiaP,1,88,527,336
IMG_1121.JPG,4032,3024,xx,1027,124,1417,371
IMG_1121.JPG,4032,3024,xx,1027,354,1417,601
IMG_1121.JPG,4032,3024,xx,1042,583,1427,814
IMG_1121.JPG,4032,3024,tecate,1041,817,1419,1024
IMG_1121.JPG,4032,3024,tecate,1043,1019,1412,1233
IMG_1121.JPG,4032,3024,tecate,1055,1231,1427,1448
IMG_1121.JPG,4032,3024,heineken,746,1474,1412,1664
IMG_1121.JPG,4032,3024,strongbowA,743,1679,1434,1869
IMG_1121.JPG,4032,3024,strongbowR,760,1864,1424,2064
IMG_1121.JPG,4032,3024,miller,1810,133,2443,438
IMG_1121.JPG,4032,3024,miller,1807,443,2419,729
IMG_1121.JPG,4032,3024,heineken6,1688,812,2422,1429
IMG_1121.JPG,4032,3024,heineken6,1681,1429,2369,2019
IMG_1121.JPG,4032,3024,tecateC,2962,138,3955,488
IMG_1121.JPG,4032,3024,tecateC,2941,495,3900,779
IMG_1121.JPG,4032,3024,tecateC,2929,805,3857,1074
IMG_1121.JPG,4032,3024,indioC,2884,1102,3800,1390
IMG_1121.JPG,4032,3024,indioC,2857,1400,3741,1674
IMG_1121.JPG,4032,3024,carta,2836,1700,3729,1959
IMG_1122.JPG,4032,3024,carta,2838,1757,3769,2024
IMG_1122.JPG,4032,3024,indioC,2838,1455,3757,1724
IMG_1122.JPG,4032,3024,indioC,2850,1152,3769,1426
IMG_1122.JPG,4032,3024,tecateC,2857,840,3788,1109
IMG_1122.JPG,4032,3024,tecateC,2872,531,3796,809
IMG_1122.JPG,4032,3024,tecateC,2860,209,3800,509
IMG_1122.JPG,4032,3024,heineken6,1622,879,2362,1476
IMG_1122.JPG,4032,3024,heineken6,1629,1519,2348,2107
IMG_1122.JPG,4032,3024,miller,1734,512,2348,793
IMG_1122.JPG,4032,3024,miller,1734,212,2353,505
IMG_1122.JPG,4032,3024,xx,931,212,1324,445
IMG_1122.JPG,4032,3024,xx,936,448,1338,657
IMG_1122.JPG,4032,3024,xx,941,662,1338,881
IMG_1122.JPG,4032,3024,tecate,938,881,1341,1107
IMG_1122.JPG,4032,3024,tecate,946,1112,1353,1319
IMG_1122.JPG,4032,3024,tecate,962,1329,1353,1545
IMG_1122.JPG,4032,3024,heineken,634,1586,1357,1771
IMG_1122.JPG,4032,3024,strongbowA,638,1795,1360,2005
IMG_1122.JPG,4032,3024,strongbowR,646,2007,1374,2202
IMG_1122.JPG,4032,3024,sol,1,2024,491,2212
IMG_1122.JPG,4032,3024,sol,1,1789,493,1993
IMG_1122.JPG,4032,3024,indio,1,1577,472,1783
IMG_1122.JPG,4032,3024,indio,1,1352,465,1574
IMG_1122.JPG,4032,3024,indio,1,1128,460,1348
IMG_1122.JPG,4032,3024,indio,1,906,450,1121
IMG_1122.JPG,4032,3024,bohemiaP,1,675,441,895
IMG_1122.JPG,4032,3024,bohemiaP,1,423,441,662
IMG_1122.JPG,4032,3024,bohemiaP,1,193,436,426
IMG_1123.JPG,4032,3024,carta,2877,1814,3819,2090
IMG_1123.JPG,4032,3024,indioC,2855,1500,3810,1786
IMG_1123.JPG,4032,3024,indioC,2860,1198,3803,1476
IMG_1123.JPG,4032,3024,tecateC,2860,893,3807,1159
IMG_1123.JPG,4032,3024,tecateC,2907,590,3822,874
IMG_1123.JPG,4032,3024,tecateC,2874,283,3817,576
IMG_1123.JPG,4032,3024,heineken6,1638,1524,2365,2143
IMG_1123.JPG,4032,3024,heineken6,1648,890,2365,1490
IMG_1123.JPG,4032,3024,miller,1755,519,2355,836
IMG_1123.JPG,4032,3024,miller,1746,233,2365,526
IMG_1123.JPG,4032,3024,xx,969,245,1362,464
IMG_1123.JPG,4032,3024,xx,969,471,1355,679
IMG_1123.JPG,4032,3024,xx,977,679,1369,886
IMG_1123.JPG,4032,3024,tecate,979,900,1357,1114
IMG_1123.JPG,4032,3024,tecate,979,1114,1353,1317
IMG_1123.JPG,4032,3024,tecate,981,1326,1362,1543
IMG_1123.JPG,4032,3024,heineken,636,1583,1353,1786
IMG_1123.JPG,4032,3024,strongbowA,636,1812,1355,2017
IMG_1123.JPG,4032,3024,strongbowR,627,2024,1365,2221
IMG_1123.JPG,4032,3024,sol,1,1995,486,2217
IMG_1123.JPG,4032,3024,sol,1,1772,498,1993
IMG_1123.JPG,4032,3024,indio,1,1562,481,1769
IMG_1123.JPG,4032,3024,indio,1,1344,484,1548
IMG_1123.JPG,4032,3024,indio,1,1129,477,1333
IMG_1123.JPG,4032,3024,indio,1,895,477,1121
IMG_1123.JPG,4032,3024,bohemiaP,1,659,481,898
IMG_1123.JPG,4032,3024,bohemiaP,1,436,472,652
IMG_1123.JPG,4032,3024,bohemiaP,1,220,481,440
IMG_1124.JPG,4032,3024,carta,2869,1745,3836,2029
IMG_1124.JPG,4032,3024,indioC,2853,1443,3800,1709
IMG_1124.JPG,4032,3024,indioC,2843,1145,3779,1414
IMG_1124.JPG,4032,3024,tecateC,2827,829,3767,1119
IMG_1124.JPG,4032,3024,tecateC,2829,538,3757,831
IMG_1124.JPG,4032,3024,tecateC,2815,269,3746,536
IMG_1124.JPG,4032,3024,heineken6,1603,1424,2357,2038
IMG_1124.JPG,4032,3024,heineken6,1619,807,2329,1395
IMG_1124.JPG,4032,3024,miller,1731,469,2338,752
IMG_1124.JPG,4032,3024,miller,1729,205,2329,479
IMG_1124.JPG,4032,3024,tecate,967,1233,1334,1467
IMG_1124.JPG,4032,3024,tecate,962,1014,1331,1231
IMG_1124.JPG,4032,3024,tecate,967,807,1338,1014
IMG_1124.JPG,4032,3024,xx,974,617,1346,805
IMG_1124.JPG,4032,3024,xx,979,407,1360,607
IMG_1124.JPG,4032,3024,xx,977,217,1362,414
IMG_1124.JPG,4032,3024,heineken,624,1493,1329,1707
IMG_1124.JPG,4032,3024,strongbowA,596,1729,1324,1940
IMG_1124.JPG,4032,3024,strongbowR,586,1943,1315,2150
IMG_1124.JPG,4032,3024,sol,1,1915,453,2136
IMG_1124.JPG,4032,3024,sol,1,1675,457,1902
IMG_1124.JPG,4032,3024,indio,1,1464,455,1676
IMG_1124.JPG,4032,3024,indio,1,1239,448,1455
IMG_1124.JPG,4032,3024,indio,1,1033,467,1231
IMG_1124.JPG,4032,3024,indio,1,819,472,1033
IMG_1124.JPG,4032,3024,bohemiaP,1,588,496,814
IMG_1124.JPG,4032,3024,bohemiaP,1,386,498,598
IMG_1124.JPG,4032,3024,bohemiaP,1,182,510,386
IMG_1126.JPG,4032,3024,tecateC,2957,524,3834,840
IMG_1126.JPG,4032,3024,tecateC,2953,783,3831,1112
IMG_1126.JPG,4032,3024,tecateC,2950,1057,3846,1369
IMG_1126.JPG,4032,3024,indioC,2919,1336,3822,1676
IMG_1126.JPG,4032,3024,indioC,2912,1624,3834,1959
IMG_1126.JPG,4032,3024,carta,2898,1933,3843,2259
IMG_1126.JPG,4032,3024,miller,1941,317,2524,638
IMG_1126.JPG,4032,3024,miller,1915,574,2510,886
IMG_1126.JPG,4032,3024,heineken6,1757,893,2481,1493
IMG_1126.JPG,4032,3024,heineken6,1672,1452,2441,2098
IMG_1126.JPG,4032,3024,xx,1260,240,1641,469
IMG_1126.JPG,4032,3024,xx,1238,436,1619,652
IMG_1126.JPG,4032,3024,xx,1212,617,1598,840
IMG_1126.JPG,4032,3024,tecate,1188,788,1562,1031
IMG_1126.JPG,4032,3024,tecate,1155,995,1546,1221
IMG_1126.JPG,4032,3024,tecate,1117,1193,1503,1424
IMG_1126.JPG,4032,3024,heineken,772,1424,1460,1650
IMG_1126.JPG,4032,3024,strongbowA,734,1640,1453,1890
IMG_1126.JPG,4032,3024,strongbowR,669,1848,1427,2098
IMG_1126.JPG,4032,3024,sol,29,1707,572,1983
IMG_1126.JPG,4032,3024,sol,65,1514,624,1764
IMG_1126.JPG,4032,3024,indio,122,1298,643,1538
IMG_1126.JPG,4032,3024,indio,174,1090,686,1326
IMG_1126.JPG,4032,3024,indio,215,900,719,1121
IMG_1126.JPG,4032,3024,indio,257,700,748,924
IMG_1126.JPG,4032,3024,bohemiaP,172,517,786,748
IMG_1126.JPG,4032,3024,bohemiaP,207,317,815,550
IMG_1126.JPG,4032,3024,bohemiaP,272,131,853,362
IMG_1127.JPG,4032,3024,tecateC,2869,274,3734,545
IMG_1127.JPG,4032,3024,tecateC,2872,538,3748,821
IMG_1127.JPG,4032,3024,tecateC,2881,817,3760,1095
IMG_1127.JPG,4032,3024,indioC,2846,1117,3746,1390
IMG_1127.JPG,4032,3024,indioC,2869,1390,3769,1664
IMG_1127.JPG,4032,3024,carta,2888,1683,3796,1971
IMG_1127.JPG,4032,3024,heineken6,1691,1343,2417,1936
IMG_1127.JPG,4032,3024,heineken6,1691,740,2410,1321
IMG_1127.JPG,4032,3024,miller,1829,424,2415,705
IMG_1127.JPG,4032,3024,miller,1834,169,2415,438
IMG_1127.JPG,4032,3024,xx,1127,143,1484,364
IMG_1127.JPG,4032,3024,xx,1119,345,1477,536
IMG_1127.JPG,4032,3024,xx,1110,529,1469,731
IMG_1127.JPG,4032,3024,tecate,1107,731,1469,938
IMG_1127.JPG,4032,3024,tecate,1093,931,1455,1145
IMG_1127.JPG,4032,3024,tecate,1086,1131,1446,1350
IMG_1127.JPG,4032,3024,heineken,746,1367,1441,1576
IMG_1127.JPG,4032,3024,strongbowA,724,1598,1436,1798
IMG_1127.JPG,4032,3024,strongbowR,724,1795,1427,2012
IMG_1127.JPG,4032,3024,sol,60,1738,593,1971
IMG_1127.JPG,4032,3024,sol,69,1524,586,1752
IMG_1127.JPG,4032,3024,indio,88,1317,598,1536
IMG_1127.JPG,4032,3024,indio,110,1100,612,1321
IMG_1127.JPG,4032,3024,indio,129,886,634,1107
IMG_1127.JPG,4032,3024,indio,138,700,653,902
IMG_1127.JPG,4032,3024,bohemiaP,29,493,650,702
IMG_1127.JPG,4032,3024,bohemiaP,55,293,653,502
IMG_1127.JPG,4032,3024,bohemiaP,81,95,684,302
IMG_1128.JPG,4032,3024,carta,2790,1757,3695,2052
IMG_1128.JPG,4032,3024,indioC,2797,1464,3690,1747
IMG_1128.JPG,4032,3024,indioC,2795,1171,3681,1483
IMG_1128.JPG,4032,3024,tecateC,2840,880,3700,1176
IMG_1128.JPG,4032,3024,tecateC,2847,592,3733,900
IMG_1128.JPG,4032,3024,tecateC,2845,323,3726,628
IMG_1128.JPG,4032,3024,miller,1802,157,2395,478
IMG_1128.JPG,4032,3024,miller,1778,438,2385,750
IMG_1128.JPG,4032,3024,heineken6,1647,773,2347,1376
IMG_1128.JPG,4032,3024,heineken6,1600,1376,2333,1990
IMG_1128.JPG,4032,3024,xx,1071,119,1454,347
IMG_1128.JPG,4032,3024,xx,1054,314,1438,542
IMG_1128.JPG,4032,3024,xx,1050,514,1433,728
IMG_1128.JPG,4032,3024,tecate,1021,721,1400,938
IMG_1128.JPG,4032,3024,tecate,1019,926,1390,1152
IMG_1128.JPG,4032,3024,tecate,1000,1150,1378,1373
IMG_1128.JPG,4032,3024,heineken,664,1388,1359,1604
IMG_1128.JPG,4032,3024,strongbowA,635,1595,1347,1826
IMG_1128.JPG,4032,3024,strongbowR,616,1819,1324,2009
IMG_1128.JPG,4032,3024,sol,1,1731,483,1971
IMG_1128.JPG,4032,3024,sol,1,1516,497,1740
IMG_1128.JPG,4032,3024,indio,1,1293,502,1516
IMG_1128.JPG,4032,3024,indio,7,1078,543,1309
IMG_1128.JPG,4032,3024,indio,31,861,545,1107
IMG_1128.JPG,4032,3024,indio,50,652,569,911
IMG_1128.JPG,4032,3024,bohemiaP,1,450,574,690
IMG_1128.JPG,4032,3024,bohemiaP,1,237,590,459
IMG_1128.JPG,4032,3024,bohemiaP,1,26,626,247
IMG_1129.JPG,4032,3024,tecateC,2895,531,3777,848
IMG_1129.JPG,4032,3024,tecateC,2871,815,3771,1125
IMG_1129.JPG,4032,3024,tecateC,2850,1099,3732,1411
IMG_1129.JPG,4032,3024,indioC,2806,1394,3685,1705
IMG_1129.JPG,4032,3024,indioC,2785,1690,3669,1990
IMG_1129.JPG,4032,3024,carta,2757,1990,3663,2297
IMG_1129.JPG,4032,3024,heineken6,1542,1580,2301,2221
IMG_1129.JPG,4032,3024,heineken6,1606,945,2385,1586
IMG_1129.JPG,4032,3024,miller,1795,619,2395,943
IMG_1129.JPG,4032,3024,miller,1822,339,2428,656
IMG_1129.JPG,4032,3024,xx,1093,262,1475,503
IMG_1129.JPG,4032,3024,xx,1065,462,1459,697
IMG_1129.JPG,4032,3024,xx,1050,674,1434,905
IMG_1129.JPG,4032,3024,tecate,1016,884,1410,1123
IMG_1129.JPG,4032,3024,tecate,1001,1090,1387,1323
IMG_1129.JPG,4032,3024,tecate,979,1301,1361,1539
IMG_1129.JPG,4032,3024,heineken,620,1552,1326,1776
IMG_1129.JPG,4032,3024,strongbowA,593,1774,1312,1986
IMG_1129.JPG,4032,3024,strongbowR,561,1970,1295,2213
IMG_1129.JPG,4032,3024,sol,1,1872,450,2135
IMG_1129.JPG,4032,3024,sol,1,1654,457,1901
IMG_1129.JPG,4032,3024,indio,1,1439,459,1680
IMG_1129.JPG,4032,3024,indio,1,1217,481,1468
IMG_1129.JPG,4032,3024,indio,1,999,506,1260
IMG_1129.JPG,4032,3024,indio,1,780,555,1046
IMG_1129.JPG,4032,3024,bohemiaP,1,585,569,841
IMG_1129.JPG,4032,3024,bohemiaP,1,368,604,595
IMG_1129.JPG,4032,3024,bohemiaP,1,160,638,370
IMG_1130.JPG,4032,3024,carta,2859,2011,3757,2309
IMG_1130.JPG,4032,3024,indioC,2881,1715,3781,2015
IMG_1130.JPG,4032,3024,indioC,2885,1415,3787,1717
IMG_1130.JPG,4032,3024,tecateC,2934,1125,3851,1423
IMG_1130.JPG,4032,3024,tecateC,2965,841,3863,1125
IMG_1130.JPG,4032,3024,tecateC,2983,537,3901,850
IMG_1130.JPG,4032,3024,miller,1912,413,2504,729
IMG_1130.JPG,4032,3024,miller,1875,695,2493,1005
IMG_1130.JPG,4032,3024,heineken6,1726,1043,2473,1664
IMG_1130.JPG,4032,3024,heineken6,1667,1658,2410,2284
IMG_1130.JPG,4032,3024,strongbowR,708,2084,1424,2299
IMG_1130.JPG,4032,3024,strongbowA,722,1886,1438,2090
IMG_1130.JPG,4032,3024,heineken,746,1658,1450,1872
IMG_1130.JPG,4032,3024,tecate,1089,1411,1479,1641
IMG_1130.JPG,4032,3024,tecate,1093,1201,1477,1435
IMG_1130.JPG,4032,3024,tecate,1116,999,1489,1219
IMG_1130.JPG,4032,3024,xx,1126,797,1506,1005
IMG_1130.JPG,4032,3024,xx,1142,566,1514,797
IMG_1130.JPG,4032,3024,xx,1155,352,1534,603
IMG_1130.JPG,4032,3024,bohemiaP,38,268,683,521
IMG_1130.JPG,4032,3024,bohemiaP,12,497,683,741
IMG_1130.JPG,4032,3024,bohemiaP,1,726,657,968
IMG_1130.JPG,4032,3024,indio,128,939,636,1194
IMG_1130.JPG,4032,3024,indio,112,1158,628,1392
IMG_1130.JPG,4032,3024,indio,102,1366,614,1594
IMG_1130.JPG,4032,3024,indio,83,1572,589,1803
IMG_1130.JPG,4032,3024,sol,85,1799,597,2019
IMG_1130.JPG,4032,3024,sol,67,2003,593,2248
IMG_1131.JPG,4032,3024,carta,2767,2005,3640,2311
IMG_1131.JPG,4032,3024,indioC,2820,1709,3681,2037
IMG_1131.JPG,4032,3024,indioC,2842,1413,3716,1743
IMG_1131.JPG,4032,3024,tecateC,2914,1131,3777,1460
IMG_1131.JPG,4032,3024,tecateC,2951,848,3836,1158
IMG_1131.JPG,4032,3024,tecateC,2975,550,3893,884
IMG_1131.JPG,4032,3024,miller,1889,372,2512,723
IMG_1131.JPG,4032,3024,miller,1857,658,2483,984
IMG_1131.JPG,4032,3024,heineken6,1681,999,2448,1650
IMG_1131.JPG,4032,3024,heineken6,1606,1611,2332,2241
IMG_1131.JPG,4032,3024,heineken,699,1576,1412,1799
IMG_1131.JPG,4032,3024,strongbowA,669,1797,1387,2005
IMG_1131.JPG,4032,3024,strongbowR,653,2003,1363,2229
IMG_1131.JPG,4032,3024,tecate,1057,1348,1434,1582
IMG_1131.JPG,4032,3024,tecate,1071,1145,1440,1372
IMG_1131.JPG,4032,3024,tecate,1085,929,1477,1172
IMG_1131.JPG,4032,3024,xx,1116,735,1495,946
IMG_1131.JPG,4032,3024,xx,1134,515,1518,745
IMG_1131.JPG,4032,3024,xx,1150,278,1542,525
IMG_1131.JPG,4032,3024,sol,22,1897,532,2133
IMG_1131.JPG,4032,3024,sol,40,1682,536,1921
IMG_1131.JPG,4032,3024,indio,55,1466,567,1697
IMG_1131.JPG,4032,3024,indio,71,1262,591,1505
IMG_1131.JPG,4032,3024,indio,87,1037,599,1295
IMG_1131.JPG,4032,3024,indio,97,829,628,1082
IMG_1131.JPG,4032,3024,bohemiaP,1,619,644,880
IMG_1131.JPG,4032,3024,bohemiaP,1,378,671,637
IMG_1131.JPG,4032,3024,bohemiaP,22,145,689,427
IMG_1132.JPG,4032,3024,carta,2761,2199,3642,2515
IMG_1132.JPG,4032,3024,indioC,2810,1907,3673,2237
IMG_1132.JPG,4032,3024,indioC,2840,1627,3704,1939
IMG_1132.JPG,4032,3024,tecateC,2889,1333,3779,1637
IMG_1132.JPG,4032,3024,tecateC,2936,1054,3824,1354
IMG_1132.JPG,4032,3024,tecateC,2967,754,3879,1090
IMG_1132.JPG,4032,3024,miller,1869,621,2497,925
IMG_1132.JPG,4032,3024,miller,1850,907,2467,1213
IMG_1132.JPG,4032,3024,heineken6,1679,1235,2416,1864
IMG_1132.JPG,4032,3024,heineken6,1604,1860,2318,2470
IMG_1132.JPG,4032,3024,xx,1130,545,1528,792
IMG_1132.JPG,4032,3024,xx,1108,764,1504,992
IMG_1132.JPG,4032,3024,xx,1097,960,1499,1201
IMG_1132.JPG,4032,3024,tecate,1087,1182,1455,1415
IMG_1132.JPG,4032,3024,tecate,1065,1388,1442,1617
IMG_1132.JPG,4032,3024,tecate,1044,1595,1420,1801
IMG_1132.JPG,4032,3024,heineken,710,1833,1395,2052
IMG_1132.JPG,4032,3024,strongbowA,693,2027,1385,2260
IMG_1132.JPG,4032,3024,strongbowR,677,2239,1353,2450
IMG_1132.JPG,4032,3024,sol,30,2141,542,2370
IMG_1132.JPG,4032,3024,sol,48,1941,548,2176
IMG_1132.JPG,4032,3024,indio,61,1741,567,1943
IMG_1132.JPG,4032,3024,indio,85,1523,579,1758
IMG_1132.JPG,4032,3024,indio,97,1301,597,1545
IMG_1132.JPG,4032,3024,indio,102,1084,604,1327
IMG_1132.JPG,4032,3024,bohemiaP,1,897,630,1129
IMG_1132.JPG,4032,3024,bohemiaP,1,662,642,899
IMG_1132.JPG,4032,3024,bohemiaP,4,423,675,676
IMG_1134.JPG,4032,3024,carta,2975,1209,3744,1597
IMG_1134.JPG,4032,3024,indioC,2916,954,3689,1343
IMG_1134.JPG,4032,3024,indioC,2844,695,3642,1088
IMG_1134.JPG,4032,3024,tecateC,2804,397,3626,817
IMG_1134.JPG,4032,3024,tecateC,2742,105,3589,545
IMG_1134.JPG,4032,3024,tecateC,2650,1,3559,256
IMG_1134.JPG,4032,3024,heineken6,1897,1478,2663,2070
IMG_1134.JPG,4032,3024,heineken6,1720,915,2514,1570
IMG_1134.JPG,4032,3024,miller,1736,570,2338,980
IMG_1134.JPG,4032,3024,miller,1622,295,2253,707
IMG_1134.JPG,4032,3024,xx,922,646,1359,919
IMG_1134.JPG,4032,3024,xx,1001,841,1444,1133
IMG_1134.JPG,4032,3024,xx,1095,1041,1506,1325
IMG_1134.JPG,4032,3024,tecate,1177,1248,1561,1503
IMG_1134.JPG,4032,3024,tecate,1238,1429,1634,1664
IMG_1134.JPG,4032,3024,tecate,1318,1599,1687,1845
IMG_1134.JPG,4032,3024,heineken,1120,1811,1765,2011
IMG_1134.JPG,4032,3024,strongbowA,1212,2019,1799,2262
IMG_1134.JPG,4032,3024,strongbowR,1495,2154,1869,2417
IMG_1134.JPG,4032,3024,bohemiaP,1,901,583,1192
IMG_1134.JPG,4032,3024,bohemiaP,1,1148,687,1419
IMG_1134.JPG,4032,3024,bohemiaP,57,1317,748,1637
IMG_1134.JPG,4032,3024,indio,277,1541,810,1823
IMG_1134.JPG,4032,3024,indio,373,1715,928,2009
IMG_1134.JPG,4032,3024,indio,479,1907,975,2166
IMG_1134.JPG,4032,3024,indio,546,2058,1069,2337
IMG_1134.JPG,4032,3024,sol,657,2237,1104,2503
IMG_1134.JPG,4032,3024,sol,740,2378,1187,2658
IMG_1135.JPG,4032,3024,carta,2761,1229,3597,1584
IMG_1135.JPG,4032,3024,indioC,2748,952,3561,1297
IMG_1135.JPG,4032,3024,indioC,2720,697,3520,1029
IMG_1135.JPG,4032,3024,tecateC,2673,407,3518,786
IMG_1135.JPG,4032,3024,tecateC,2555,111,3483,490
IMG_1135.JPG,4032,3024,tecateC,2578,1,3430,197
IMG_1135.JPG,4032,3024,heineken6,1753,1403,2516,1999
IMG_1135.JPG,4032,3024,heineken6,1602,852,2391,1466
IMG_1135.JPG,4032,3024,miller,1599,482,2201,850
IMG_1135.JPG,4032,3024,miller,1514,211,2163,566
IMG_1135.JPG,4032,3024,xx,775,482,1222,764
IMG_1135.JPG,4032,3024,xx,838,719,1285,952
IMG_1135.JPG,4032,3024,xx,910,895,1350,1188
IMG_1135.JPG,4032,3024,tecate,997,1125,1410,1374
IMG_1135.JPG,4032,3024,tecate,1050,1305,1457,1586
IMG_1135.JPG,4032,3024,tecate,1134,1495,1501,1746
IMG_1135.JPG,4032,3024,heineken,924,1748,1557,1974
IMG_1135.JPG,4032,3024,strongbowA,985,1925,1634,2141
IMG_1135.JPG,4032,3024,strongbowR,1071,2125,1685,2305
IMG_1135.JPG,4032,3024,bohemiaP,1,1165,520,1435
IMG_1135.JPG,4032,3024,bohemiaP,1,948,440,1195
IMG_1135.JPG,4032,3024,bohemiaP,1,731,387,976
IMG_1135.JPG,4032,3024,indio,34,1425,591,1668
IMG_1135.JPG,4032,3024,indio,140,1605,693,1868
IMG_1135.JPG,4032,3024,indio,236,1821,734,2046
IMG_1135.JPG,4032,3024,indio,324,1966,787,2199
IMG_1135.JPG,4032,3024,sol,418,2152,877,2380
IMG_1135.JPG,4032,3024,sol,473,2301,985,2556
IMG_1136.JPG,4032,3024,carta,2748,1309,3544,1594
IMG_1136.JPG,4032,3024,indioC,2716,1054,3518,1311
IMG_1136.JPG,4032,3024,indioC,2691,784,3471,1052
IMG_1136.JPG,4032,3024,tecateC,2671,509,3483,788
